FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
quadra.fid-26cf0271_1572a199e54_4e5,85582,Quadras Esportivas nas Escolas - Limoeiro do Ajuru - PA - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,LIMOEIRO DO AJURU,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.381 -1.895)),0
quadra.fid-26cf0271_1572a199e54_4e6,85583,Quadras Esportivas nas Escolas - Marabá - PA - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,MARABÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.118 -5.369)),0
quadra.fid-26cf0271_1572a199e54_4e7,85584,Quadras Esportivas nas Escolas - Marabá - PA - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,MARABÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.118 -5.369)),0
quadra.fid-26cf0271_1572a199e54_4e8,85585,Quadras Esportivas nas Escolas - Oriximiná - PA - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,ORIXIMINÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-55.866 -1.766)),0
quadra.fid-26cf0271_1572a199e54_4e9,85586,Quadras Esportivas nas Escolas - Oriximiná - PA - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,ORIXIMINÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-55.866 -1.766)),0
quadra.fid-26cf0271_1572a199e54_4ea,85587,Quadras Esportivas nas Escolas - Sapucaia - PA - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,SAPUCAIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.682 -6.947)),0
quadra.fid-26cf0271_1572a199e54_4eb,85588,Quadras Esportivas nas Escolas - Açailândia - MA - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,MA,AÇAILÂNDIA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-47.505 -4.947)),0
quadra.fid-26cf0271_1572a199e54_4ec,85589,Quadras Esportivas nas Escolas - Paraibano - MA - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,MA,PARAIBANO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.984 -6.433)),0
quadra.fid-26cf0271_1572a199e54_4ed,85590,Quadras Esportivas nas Escolas - Pindaré-Mirim - MA - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,MA,PINDARÉ-MIRIM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-45.343 -3.608)),0
quadra.fid-26cf0271_1572a199e54_4ee,85591,Quadras Esportivas nas Escolas - Guaraciaba do Norte - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,GUARACIABA DO NORTE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.748 -4.167)),0
quadra.fid-26cf0271_1572a199e54_4ef,85592,Quadras Esportivas nas Escolas - Horizonte - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,HORIZONTE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.496 -4.099)),0
quadra.fid-26cf0271_1572a199e54_4f0,85593,Quadras Esportivas nas Escolas - Icó - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,ICÓ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.862 -6.401)),0
quadra.fid-26cf0271_1572a199e54_4f1,85594,Quadras Esportivas nas Escolas - Meruoca - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,MERUOCA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.455 -3.542)),0
quadra.fid-26cf0271_1572a199e54_4f2,85595,Quadras Esportivas nas Escolas - Pacajus - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,PACAJUS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.461 -4.173)),0
quadra.fid-26cf0271_1572a199e54_4f3,85596,Quadras Esportivas nas Escolas - Pacajus - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,PACAJUS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.461 -4.173)),0
quadra.fid-26cf0271_1572a199e54_4f4,85597,Quadras Esportivas nas Escolas - Jardim de Piranhas - RN - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RN,JARDIM DE PIRANHAS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-37.352 -6.379)),0
quadra.fid-26cf0271_1572a199e54_4f5,85600,Quadras Esportivas nas Escolas - Major Isidoro - AL - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,AL,MAJOR ISIDORO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-36.985 -9.532)),0
quadra.fid-26cf0271_1572a199e54_4f6,85601,Quadras Esportivas nas Escolas - Estância - SE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,SE,ESTÂNCIA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-37.438 -11.268)),0
quadra.fid-26cf0271_1572a199e54_4f7,85602,Quadras Esportivas nas Escolas - Dias D'Ávila - BA - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,BA,DIAS D'ÁVILA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.297 -12.613)),0
quadra.fid-26cf0271_1572a199e54_4f8,85603,Quadras Esportivas nas Escolas - Guanambi - BA - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,BA,GUANAMBI,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-42.781 -14.223)),0
quadra.fid-26cf0271_1572a199e54_4f9,85604,Quadras Esportivas nas Escolas - Mucuri - BA - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,BA,MUCURI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-39.551 -18.086)),0
quadra.fid-26cf0271_1572a199e54_4fa,85608,Quadras Esportivas nas Escolas - Ipaba - MG - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,MG,IPABA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-42.419 -19.414)),0
quadra.fid-26cf0271_1572a199e54_4fb,85609,Quadras Esportivas nas Escolas - Leopoldina - MG - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,MG,LEOPOLDINA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-42.643 -21.532)),0
quadra.fid-26cf0271_1572a199e54_4fc,85788,Quadras Esportivas nas Escolas - Marabá - PA - Construção de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PA,MARABÁ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-49.118 -5.369)),0
quadra.fid-26cf0271_1572a199e54_4fd,85610,Quadras Esportivas nas Escolas - Montes Claros - MG - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,MG,MONTES CLAROS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-43.862 -16.735)),0
quadra.fid-26cf0271_1572a199e54_4fe,85611,Quadras Esportivas nas Escolas - Patrocínio - MG - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,MG,PATROCÍNIO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-46.993 -18.944)),0
quadra.fid-26cf0271_1572a199e54_4ff,85612,Quadras Esportivas nas Escolas - Uberlândia - MG - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,MG,UBERLÂNDIA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-48.277 -18.919)),0
quadra.fid-26cf0271_1572a199e54_500,85613,Quadras Esportivas nas Escolas - Campos dos Goytacazes - RJ - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RJ,CAMPOS DOS GOYTACAZES,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-41.324 -21.754)),0
quadra.fid-26cf0271_1572a199e54_501,85615,Quadras Esportivas nas Escolas - Itaboraí - RJ - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RJ,ITABORAÍ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-42.859 -22.744)),0
quadra.fid-26cf0271_1572a199e54_502,85616,Quadras Esportivas nas Escolas - Italva - RJ - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RJ,ITALVA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-41.691 -21.421)),0
quadra.fid-26cf0271_1572a199e54_503,85617,Quadras Esportivas nas Escolas - Nova Iguaçu - RJ - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RJ,NOVA IGUAÇU,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-43.451 -22.759)),0
quadra.fid-26cf0271_1572a199e54_504,85618,Quadras Esportivas nas Escolas - Nova Iguaçu - RJ - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RJ,NOVA IGUAÇU,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-43.451 -22.759)),0
quadra.fid-26cf0271_1572a199e54_505,85619,Quadras Esportivas nas Escolas - Piraí - RJ - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RJ,PIRAÍ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.898 -22.629)),0
quadra.fid-26cf0271_1572a199e54_506,85620,Quadras Esportivas nas Escolas - Boituva - SP - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,SP,BOITUVA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-47.672 -23.283)),0
quadra.fid-26cf0271_1572a199e54_507,85621,Quadras Esportivas nas Escolas - Campinas - SP - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,SP,CAMPINAS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-47.061 -22.906)),0
quadra.fid-26cf0271_1572a199e54_508,85622,Quadras Esportivas nas Escolas - Cotia - SP - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,SP,COTIA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-46.919 -23.604)),0
quadra.fid-26cf0271_1572a199e54_509,85623,Quadras Esportivas nas Escolas - Diadema - SP - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,SP,DIADEMA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-46.623 -23.686)),0
quadra.fid-26cf0271_1572a199e54_50a,85624,Quadras Esportivas nas Escolas - Guarulhos - SP - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,SP,GUARULHOS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-46.533 -23.463)),0
quadra.fid-26cf0271_1572a199e54_50b,85625,Quadras Esportivas nas Escolas - Guarulhos - SP - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,SP,GUARULHOS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-46.533 -23.463)),0
quadra.fid-26cf0271_1572a199e54_50c,85626,Quadras Esportivas nas Escolas - Guarulhos - SP - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,SP,GUARULHOS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-46.533 -23.463)),0
quadra.fid-26cf0271_1572a199e54_50d,85628,Quadras Esportivas nas Escolas - Foz do Iguaçu - PR - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PR,FOZ DO IGUAÇU,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-54.588 -25.548)),0
quadra.fid-26cf0271_1572a199e54_50e,85629,Quadras Esportivas nas Escolas - Florianópolis - SC - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,SC,FLORIANÓPOLIS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-48.549 -27.597)),0
quadra.fid-26cf0271_1572a199e54_50f,85630,Quadras Esportivas nas Escolas - Joinville - SC - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,SC,JOINVILLE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-48.846 -26.304)),0
quadra.fid-26cf0271_1572a199e54_510,85631,Quadras Esportivas nas Escolas - Joinville - SC - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,SC,JOINVILLE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-48.846 -26.304)),0
quadra.fid-26cf0271_1572a199e54_511,85632,Quadras Esportivas nas Escolas - Joinville - SC - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,SC,JOINVILLE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-48.846 -26.304)),0
quadra.fid-26cf0271_1572a199e54_512,85633,Quadras Esportivas nas Escolas - Joinville - SC - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,SC,JOINVILLE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-48.846 -26.304)),0
quadra.fid-26cf0271_1572a199e54_513,85634,Quadras Esportivas nas Escolas - Cidreira - RS - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RS,CIDREIRA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-50.234 -30.161)),0
quadra.fid-26cf0271_1572a199e54_514,85637,Quadras Esportivas nas Escolas - Rio Grande - RS - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RS,RIO GRANDE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-52.099 -32.035)),0
quadra.fid-26cf0271_1572a199e54_515,85638,Quadras Esportivas nas Escolas - Viamão - RS - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RS,VIAMÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-51.023 -30.081)),0
quadra.fid-26cf0271_1572a199e54_516,85639,Quadras Esportivas nas Escolas - Viamão - RS - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,RS,VIAMÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-51.023 -30.081)),0
quadra.fid-26cf0271_1572a199e54_517,85640,Quadras Esportivas nas Escolas - Dourados - MS - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,MS,DOURADOS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-54.806 -22.221)),0
quadra.fid-26cf0271_1572a199e54_518,85641,Quadras Esportivas nas Escolas - Dourados - MS - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,MS,DOURADOS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-54.806 -22.221)),0
quadra.fid-26cf0271_1572a199e54_519,85643,Quadras Esportivas nas Escolas - Sidrolândia - MS - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,MS,SIDROLÂNDIA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-54.961 -20.932)),0
quadra.fid-26cf0271_1572a199e54_51a,85644,Quadras Esportivas nas Escolas - Anápolis - GO - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,GO,ANÁPOLIS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-48.953 -16.327)),0
